I,O,I_error,O_error,M1_error,M2_error,M3_error
5,15,-1.606478345966745,3.5980861072326125,-0.18925825716829536,0.08190611792275283,0.12643637412325925
5,15,-1.602401386663587,3.480536593870511,-0.18917409907037142,0.07892698395762533,0.12367334511687328
5,15,-1.5828051458711068,3.4980796486066996,-0.1862561836208304,0.07801315895784731,0.12138028207349344
5,15,-1.4734485539908153,3.4212405460222417,-0.1743668445430946,0.07502565216641699,0.11245701441249745
5,15,-1.4601209312981736,3.406086441220168,-0.17233052946636462,0.07634353667511554,0.11371894925911996
5,15,-1.5357505418549966,3.34382465090105,-0.18089658217858012,0.07794684269639182,0.12106521371557877
5,15,-1.5350021507515788,3.3483320245994914,-0.18082323931256888,0.07655259901106852,0.11943972726932645
5,15,-1.5547173315926353,3.2428268912840483,-0.18176524072553168,0.07557077900238503,0.11986612622191856
5,15,-1.4619674186871325,3.413445456644917,-0.17332119817799796,0.07440208369139893,0.11129790803815587
5,15,-1.489468365064245,3.5204464635685806,-0.17600629090992675,0.0779684977396504,0.11576375369707864
5,15,-1.5513538873622448,3.6441587068057313,-0.1841016869829868,0.08140584373475239,0.12094147127184901
5,15,-1.5898689224777582,3.8918317288869275,-0.18769769450304225,0.08085118782293567,0.12208726441328277
5,15,-1.5872933189640017,3.7749202270751034,-0.18803368542757626,0.07995882472910697,0.1198429573159494
5,15,-1.5120287824729717,3.9423777346046034,-0.17977856872315667,0.08123408678888074,0.11543830412519901
5,15,-1.5499511820469678,3.725688734063734,-0.18349590719943498,0.08169450659091318,0.12041884733368863
5,15,-1.657036546214945,4.101994749890894,-0.19618418247161395,0.08571257919343572,0.1285606552329553
5,15,-1.6729136710015187,4.223738720528759,-0.19836181719931023,0.0850391068323656,0.1261706153630625
5,15,-1.630278822285554,4.0673529131620665,-0.19376129259620178,0.08312583197204448,0.12301101417857319
5,15,-1.5809478144222089,4.024134858662125,-0.18752397507190322,0.08500671330622164,0.12151945791615726
5,15,-1.57178973871582,4.068938773085458,-0.1859700610407164,0.08342705693553501,0.12095820727422146
5,15,-1.6054389430158071,4.08956956188468,-0.19130100858999544,0.08213407795086396,0.12376854127716475
5,15,-1.5796871426835413,3.8820851116858623,-0.18602810648636925,0.08307395479435963,0.11875015056767924
5,15,-1.6256813589841972,4.15024754691575,-0.19267504302088745,0.08691085063782418,0.12244861214596647
5,15,-1.6796167225997856,4.3210137461886795,-0.19856614292502917,0.086644545352939,0.13044786524661556
5,15,-1.6708726182029503,3.7222362503279793,-0.19673427821207518,0.08191561896734796,0.1321242817229406
5,15,-1.6087004383173271,3.5136220418277713,-0.19033700428273076,0.07907228631767088,0.12435905339441716
5,15,-1.5469822726686022,3.6852739471498968,-0.18166404041986606,0.08119976993812049,0.1175230067412128
5,15,-1.5585453068671624,3.8840466246444088,-0.18533685065928052,0.08304852352018782,0.1180371092545277
5,15,-1.5656511795961805,3.744763058518462,-0.184397788617279,0.0793040332495205,0.1217963145850321
5,15,-1.5884738867557342,3.1949110853698706,-0.1872261026278511,0.0759015393187005,0.1266816697761089
5,15,-1.5881752144268617,3.3091396928154175,-0.18591604921981375,0.07823187847500164,0.12482846239978235
5,15,-1.5870451609251592,3.4564630954121327,-0.18765790938369864,0.08090142431349653,0.12146266768837466
5,15,-1.5797463261501212,3.9752658500802873,-0.1865083633953072,0.08284017408297353,0.11946467669680072
5,15,-1.5643833222187924,3.9131160456857756,-0.18682304178556586,0.07970013572195324,0.12100265709980668
5,25,-1.5301345045331134,13.743531272352612,-0.24481826447082217,0.2226331508171419,0.046261689963515706
5,25,-1.498796745592771,14.348811655606488,-0.22009752114300773,0.19468074824834042,0.07287861970295595
5,25,-1.6910446623209952,9.607103010850638,-0.2111122218162001,0.1176996937339775,0.13401726953891951
5,25,-1.8680243318186411,5.268873489236359,-0.2153124460259408,0.06315205137511916,0.1749658625155292
5,25,-1.7378647579897244,2.388453010968835,-0.19085480135147542,0.038354398928668,0.16752654018065055
5,25,-1.6287159296479325,1.943791821690013,-0.1786367096844323,0.035967257133440386,0.15707760122758907
