Time(s),Roll,Pitch,Yaw
0.03,0.0,-17.12,0.0
0.06,-7.9,41.88,0.0
0.09,-25.49,-14.95,0.0
0.12,-19.74,25.95,0.0
0.15,28.57,11.09,0.0
0.18,3.57,-26.87,0.0
0.21,-28.41,7.21,0.0
0.24,20.61,25.4,0.0
0.27,19.73,-25.5,0.0
0.3,-30.69,-13.15,0.0
0.33,-0.82,27.56,0.0
0.36,27.52,-2.77,0.0
0.39,-25.86,-27.22,0.0
0.43,-15.27,22.19,0.0
0.46,32.07,19.47,0.0
0.49,-9.51,-28.08,0.0
0.52,-23.4,-3.63,0.0
0.55,35.3,32.77,0.0
0.58,0.25,-18.04,0.0
0.61,-30.52,-23.36,0.0
0.64,28.19,33.35,0.0
0.67,8.11,-1.05,0.0
0.7,-36.39,-33.28,0.0
0.73,20.28,26.3,0.0
0.76,17.42,12.2,0.0
0.79,-37.08,-36.82,0.0
0.82,10.52,16.11,0.0
0.85,26.54,22.9,0.0
0.88,-33.5,-35.33,0.0
0.91,-0.27,4.83,0.0
0.94,33.63,31.22,0.0
0.97,-26.37,-29.6,0.0
1.0,-11.5,-6.56,0.0
1.03,36.98,36.36,0.0
1.06,-16.67,-20.79,0.0
1.09,-21.88,-17.47,0.0
1.12,35.79,37.1,0.0
1.15,-5.82,-10.28,0.0
1.18,-30.47,-26.87,0.0
1.21,30.39,33.35,0.0
1.24,5.65,0.99,0.0
1.28,-35.89,-33.86,0.0
1.31,21.7,25.97,0.0
1.34,16.55,12.28,0.0
1.37,-37.09,-36.95,0.0
1.4,11.41,16.16,0.0
1.43,26.26,22.55,0.0
1.46,-33.87,-35.41,0.0
1.49,0.15,5.2,0.0
1.52,33.41,31.01,0.0
1.55,-26.67,-29.86,0.0
1.58,-11.03,-6.26,0.0
1.61,36.89,36.25,0.0
1.64,-17.06,-21.09,0.0
1.67,-21.54,-17.21,0.0
1.7,35.83,37.16,0.0
1.73,-6.16,-10.59,0.0
1.76,-30.15,-26.68,0.0
1.79,30.54,33.57,0.0
1.82,5.11,0.61,0.0
1.85,-35.7,-33.65,0.0
1.88,22.23,26.29,0.0
1.91,15.96,11.79,0.0
1.94,-37.14,-36.87,0.0
1.97,12.06,16.68,0.0
2.0,25.67,21.99,0.0
2.03,-34.15,-35.66,0.0
2.06,0.98,5.89,0.0
2.09,33.03,30.42,0.0
2.12,-27.36,-30.29,0.0
2.16,-10.23,-5.28,0.0
2.19,36.81,35.92,0.0
2.22,-18.01,-21.9,0.0
2.25,-20.7,-16.15,0.0
2.28,36.19,37.22,0.0
2.31,-7.24,-11.67,0.0
2.34,-29.47,-25.82,0.0
2.37,31.21,34.05,0.0
2.4,4.02,-0.48,0.0
2.43,-35.36,-33.05,0.0
2.46,23.19,27.12,0.0
2.49,15.0,10.55,0.0
2.52,-37.28,-36.73,0.0
2.55,13.06,17.79,0.0
2.58,24.8,21.07,0.0
2.61,-34.57,-35.99,0.0
2.64,1.94,6.92,0.0
2.67,32.41,29.89,0.0
2.7,-27.91,-30.95,0.0
2.73,-9.28,-4.45,0.0
2.76,36.54,35.66,0.0
2.79,-18.78,-22.7,0.0
2.82,-19.83,-15.31,0.0
2.85,36.35,37.38,0.0
2.89,-8.21,-12.62,0.0
2.92,-28.77,-25.0,0.0
2.95,31.85,34.55,0.0
2.98,2.95,-1.62,0.0
3.01,-34.92,-32.45,0.0
3.04,24.07,27.97,0.0
3.07,13.83,9.53,0.0
3.1,-37.23,-36.54,0.0
3.13,14.28,18.84,0.0
3.16,23.81,19.95,0.0
3.19,-35.17,-36.25,0.0
3.22,3.25,8.28,0.0
3.25,31.72,28.92,0.0
3.28,-28.94,-31.71,0.0
3.31,-7.93,-3.06,0.0
3.34,36.3,35.18,0.0
3.37,-20.03,-23.82,0.0
3.4,-18.61,-13.97,0.0
3.43,36.65,37.35,0.0
3.46,-9.62,-13.92,0.0
3.49,-27.84,-23.83,0.0
3.52,32.69,35.04,0.0
3.55,1.63,-2.98,0.0
3.58,-34.44,-31.72,0.0
3.61,25.1,28.86,0.0
3.64,12.68,8.26,0.0
3.67,-37.19,-36.3,0.0
3.7,15.38,19.94,0.0
3.73,22.78,18.92,0.0
3.76,-35.51,-36.53,0.0
3.79,4.46,9.44,0.0
3.82,30.97,28.07,0.0
3.85,-29.77,-32.44,0.0
3.89,-6.69,-1.73,0.0
3.92,36.02,34.57,0.0
3.95,-21.23,-24.89,0.0
3.98,-17.43,-12.78,0.0
4.01,36.88,37.32,0.0
4.04,-10.85,-15.09,0.0
4.07,-26.87,-22.87,0.0
4.1,33.26,35.55,0.0
4.13,0.37,-4.22,0.0
4.16,-33.8,-31.04,0.0
4.19,26.08,29.73,0.0
4.22,11.44,7.05,0.0
4.25,-37.09,-36.0,0.0
4.28,16.53,21.05,0.0
4.31,21.72,17.76,0.0
4.34,-35.93,-36.77,0.0
4.37,5.76,10.67,0.0
4.4,30.16,27.08,0.0
4.43,-30.67,-33.1,0.0
4.46,-5.46,-0.38,0.0
4.49,35.64,34.02,0.0
4.52,-22.26,-25.93,0.0
4.55,-16.28,-11.56,0.0
4.58,36.98,37.22,0.0
4.61,-12.0,-16.27,0.0
4.64,-25.95,-21.87,0.0
4.67,33.85,36.0,0.0
4.7,-0.81,-5.42,0.0
4.73,-33.3,-30.39,0.0
4.77,26.9,30.52,0.0
4.8,10.43,5.98,0.0
4.83,-36.99,-35.75,0.0
4.86,17.39,21.92,0.0
4.89,20.93,16.9,0.0
4.92,-36.2,-36.89,0.0
4.95,6.51,11.52,0.0
4.98,29.66,26.6,0.0
5.01,-31.04,-33.5,0.0
5.04,-4.75,0.17,0.0
5.07,35.43,33.71,0.0
5.1,-22.8,-26.33,0.0
5.13,-15.81,-11.0,0.0
5.16,37.05,37.2,0.0
5.19,-12.5,-16.79,0.0
5.22,-25.55,-21.41,0.0
5.25,34.09,36.12,0.0
5.28,-1.28,-5.87,0.0
5.31,-33.04,-30.05,0.0
5.34,27.23,30.83,0.0
5.37,9.94,5.55,0.0
5.4,-36.94,-35.59,0.0
5.43,17.94,22.28,0.0
5.46,20.52,16.46,0.0
5.49,-36.41,-36.89,0.0
5.52,7.11,11.93,0.0
5.56,29.44,26.16,0.0
5.59,-31.39,-33.66,0.0
5.62,-4.39,0.63,0.0
5.65,35.31,33.61,0.0
5.68,-23.0,-26.61,0.0
5.71,-15.44,-10.82,0.0
5.74,36.99,37.16,0.0
5.77,-12.81,-16.96,0.0
5.8,-25.29,-21.18,0.0
5.83,34.28,36.22,0.0
5.86,-1.68,-6.2,0.0
5.89,-32.89,-29.8,0.0
5.92,27.55,31.03,0.0
5.95,9.63,5.11,0.0
5.98,-36.89,-35.45,0.0
6.01,18.21,22.58,0.0
6.04,20.24,16.06,0.0
6.07,-36.47,-36.93,0.0
6.1,7.33,12.32,0.0
6.13,29.14,25.92,0.0
6.16,-31.57,-33.87,0.0
6.19,-3.97,1.07,0.0
6.22,35.15,33.33,0.0
6.25,-23.41,-26.98,0.0
6.28,-15.01,-10.23,0.0
6.31,37.07,37.11,0.0
6.34,-13.25,-17.5,0.0
6.38,-24.97,-20.75,0.0
6.41,34.44,36.35,0.0
6.44,-2.0,-6.61,0.0
6.47,-32.69,-29.6,0.0
6.5,27.77,31.2,0.0
6.53,9.32,4.86,0.0
6.56,-36.9,-35.36,0.0
6.59,18.48,22.79,0.0
6.62,20.06,15.9,0.0
6.65,-36.51,-36.97,0.0
6.68,7.56,12.49,0.0
6.71,29.01,25.78,0.0
6.74,-31.66,-33.92,0.0
6.77,-3.81,1.17,0.0
6.8,35.12,33.27,0.0
6.83,-23.59,-27.05,0.0
6.86,-14.95,-10.12,0.0
6.89,37.16,37.14,0.0
6.92,-13.3,-17.53,0.0
6.95,-24.99,-20.78,0.0
6.98,34.44,36.3,0.0
7.01,-1.97,-6.53,0.0
7.04,-32.72,-29.65,0.0
7.07,27.7,31.18,0.0
7.1,9.44,4.96,0.0
7.14,-36.85,-35.44,0.0
7.17,18.29,22.71,0.0
7.2,20.07,16.06,0.0
7.23,-36.45,-36.93,0.0
7.26,7.56,12.28,0.0
7.29,29.05,25.87,0.0
7.32,-31.71,-33.87,0.0
7.35,-3.82,1.08,0.0
7.38,35.19,33.32,0.0
7.41,-23.52,-26.95,0.0
7.44,-15.02,-10.23,0.0
7.47,37.11,37.11,0.0
7.5,-13.24,-17.48,0.0
7.53,-25.02,-20.78,0.0
7.56,34.43,36.33,0.0
7.59,-1.93,-6.52,0.0
7.62,-32.76,-29.63,0.0
7.65,27.74,31.14,0.0
7.68,9.39,4.99,0.0
7.71,-36.91,-35.44,0.0
7.74,18.34,22.65,0.0
7.77,20.15,16.08,0.0
7.81,-36.4,-36.91,0.0
7.84,7.45,12.29,0.0
7.87,29.1,25.89,0.0
7.9,-31.64,-33.87,0.0
7.93,-3.89,1.09,0.0
7.96,35.19,33.28,0.0
7.99,-23.5,-26.94,0.0
8.02,-14.97,-10.18,0.0
8.05,37.11,37.06,0.0
8.08,-13.36,-17.49,0.0
8.11,-24.91,-20.68,0.0
8.14,34.49,36.36,0.0
8.17,-2.13,-6.69,0.0
8.2,-32.6,-29.49,0.0
8.23,27.88,31.31,0.0
8.26,9.17,4.63,0.0
8.29,-36.83,-35.27,0.0
8.32,18.63,23.02,0.0
8.35,19.78,15.67,0.0
8.38,-36.58,-36.96,0.0
8.41,7.91,12.74,0.0
8.44,28.77,25.52,0.0
8.47,-31.93,-34.07,0.0
8.5,-3.39,1.54,0.0
8.53,34.95,33.07,0.0
8.56,-23.86,-27.34,0.0
8.59,-14.49,-9.74,0.0
8.63,37.08,37.05,0.0
8.66,-13.82,-17.99,0.0
8.69,-24.5,-20.29,0.0
8.72,34.64,36.5,0.0
8.75,-2.74,-7.12,0.0
8.78,-32.34,-29.11,0.0
8.81,28.34,31.55,0.0
8.84,8.61,4.11,0.0
8.87,-36.75,-35.04,0.0
8.9,19.15,23.44,0.0
8.93,19.31,15.12,0.0
8.96,-36.66,-36.98,0.0
8.99,8.36,13.28,0.0
9.02,28.36,25.13,0.0
9.05,-32.18,-34.31,0.0
9.08,-2.83,2.09,0.0
9.11,34.71,32.73,0.0
9.14,-24.39,-27.76,0.0
9.17,-13.96,-9.12,0.0
9.2,37.11,36.88,0.0
9.23,-14.39,-18.55,0.0
9.26,-24.03,-19.33,1.57
9.29,34.8,36.29,5.08
9.32,-5.19,-10.1,8.92
9.35,-29.45,-25.7,12.4
9.39,30.93,33.82,15.54
9.42,2.7,-2.06,18.18
9.45,-34.2,-31.59,19.85
9.48,24.95,28.58,20.63
9.51,12.42,7.93,21.13
9.54,-37.08,-35.92,21.86
9.57,15.9,20.42,22.73
9.6,21.91,17.78,23.13
9.63,-35.87,-37.52,21.06
9.66,4.85,9.79,15.94
9.69,32.77,28.86,10.17
9.72,-29.13,-30.92,5.43
9.75,-10.96,-5.43,2.4
9.78,37.09,36.41,0.92
9.81,-17.68,-19.99,0.19
9.84,-19.56,-13.3,-0.19
9.87,37.52,41.3,-0.19
9.9,-7.21,-8.75,0.45
9.93,-28.55,-19.26,0.2
9.96,30.74,39.96,-3.87
9.99,1.26,2.75,-13.09
10.02,-36.48,-31.0,-26.68
10.05,21.96,27.75,-42.71
10.08,31.3,26.17,-58.56
10.11,-30.42,-32.13,-72.5
10.14,-5.35,0.51,-83.85
10.17,41.64,42.53,-95.57
10.2,-11.72,-15.9,-106.35
10.23,-22.61,-19.84,-115.16
10.27,39.41,40.11,-122.84
10.3,9.48,2.75,-129.62
10.33,-29.53,-30.7,-136.16
10.36,27.56,29.09,-143.3
10.39,28.63,21.44,-150.85
10.42,-27.02,-32.49,-159.19
10.45,10.18,10.16,-168.81
10.48,47.3,39.36,-179.0
10.51,-11.09,-21.7,-189.83
10.54,-11.47,-16.72,-201.84
10.57,50.6,41.32,-215.32
10.6,19.03,5.66,-229.99
10.63,-23.96,-38.4,-243.43
10.66,22.34,13.48,-255.03
10.69,51.96,33.95,-265.36
10.72,-8.63,-27.79,-274.74
10.75,-3.41,-17.48,-283.09
10.78,57.86,38.08,-290.4
10.81,16.95,-3.55,-297.0
10.84,-15.89,-38.48,-303.08
10.87,37.92,20.79,-308.35
10.9,43.0,19.3,-312.59
10.93,-12.82,-40.19,-316.5
10.96,15.65,-3.54,-320.57
10.99,62.25,32.26,-325.5
11.02,2.53,-24.22,-331.03
11.05,-3.65,-28.92,-336.73
11.08,58.14,29.9,-342.38
11.12,25.85,-0.73,-348.02
11.15,-12.55,-45.37,-353.71
11.18,35.71,10.82,-359.48
11.21,50.82,21.05,-364.94
11.24,-7.16,-40.88,-369.49
11.27,11.47,-16.51,-372.03
11.3,66.93,30.06,-372.19
11.33,10.37,-20.16,-370.25
11.36,-5.62,-40.4,-366.31
11.39,54.35,20.05,-360.67
11.42,31.56,1.25,-353.29
11.45,-11.57,-52.34,-343.9
11.48,32.55,0.51,-333.56
11.51,51.98,17.08,-322.77
11.54,-7.54,-44.9,-311.91
11.57,9.72,-26.13,-300.75
11.6,64.6,21.41,-289.78
11.63,8.75,-20.74,-281.17
11.66,-12.76,-53.42,-274.05
11.69,43.78,6.0,-266.94
11.72,38.08,5.97,-259.61
11.75,-17.79,-56.45,-251.96
11.78,9.83,-24.8,-243.99
11.81,58.6,16.35,-235.01
11.84,0.69,-29.57,-225.02
11.87,-16.33,-53.86,-214.24
11.9,43.45,6.36,-202.2
11.93,24.88,-6.14,-188.46
11.97,-25.91,-64.97,-173.2
12.0,17.14,-12.42,-156.47
12.03,42.62,7.71,-138.98
12.06,-19.81,-51.51,-122.05
12.09,-7.85,-34.77,-106.49
12.12,46.68,11.35,-92.39
12.15,-1.65,-29.25,-79.72
12.18,-29.41,-58.6,-69.44
12.21,28.85,2.22,-61.6
12.24,23.29,-4.12,-55.7
12.27,-35.73,-65.04,-51.07
12.3,-3.08,-21.7,-45.51
12.33,39.62,11.6,-37.79
12.36,-15.53,-38.32,-30.11
12.39,-34.01,-49.85,-21.45
12.42,25.8,8.4,-12.14
12.45,11.57,-8.92,-2.88
12.48,-46.32,-65.5,5.86
12.51,-4.2,-11.25,14.31
12.54,28.4,11.18,22.51
12.57,-29.45,-46.47,30.07
12.6,-31.13,-34.86,37.25
12.63,25.59,16.2,44.58
12.66,-7.89,-22.33,51.78
12.69,-49.25,-53.55,58.21
12.73,9.58,8.66,64.6
12.76,10.79,0.21,71.99
12.79,-50.51,-57.3,80.04
12.82,-11.6,-7.09,87.85
12.85,20.95,16.1,95.94
12.88,-36.79,-43.64,105.47
12.91,-31.76,-23.68,116.38
12.94,20.45,22.85,128.47
12.97,-21.47,-26.41,141.51
13.0,-45.61,-35.77,155.97
13.03,14.16,23.05,172.48
13.06,-9.87,-11.19,191.45
13.09,-53.14,-41.16,212.72
13.12,7.15,20.95,235.79
13.15,-2.82,-0.2,260.65
13.18,-54.26,-40.41,287.82
13.21,3.31,20.19,316.85
13.24,-0.14,5.98,346.08
13.27,-53.44,-36.73,376.51
13.3,3.23,22.02,408.7
13.33,0.14,8.04,442.34
13.36,-50.22,-31.42,476.83
13.39,6.71,27.02,511.55
13.42,-3.36,5.9,546.42
13.45,-46.46,-26.02,582.03
13.48,12.04,33.3,618.55
13.51,-7.85,2.36,655.5
13.54,-39.99,-18.73,692.83
13.58,18.06,39.18,731.21
13.61,-13.78,-3.01,771.02
13.64,-30.5,-8.94,811.59
13.67,23.17,42.17,851.86
13.7,-21.65,-9.97,891.57
13.73,-19.09,2.06,930.85
13.76,25.61,41.29,969.24
13.79,-27.6,-14.84,1007.01
13.82,-7.9,12.47,1044.93
13.85,25.14,36.47,1083.31
13.88,-30.45,-17.91,1121.42
13.91,4.16,22.77,1159.25
13.94,22.26,29.41,1196.88
13.97,-30.97,-17.96,1233.93
14.0,15.0,31.88,1269.66
14.03,17.37,21.3,1304.22
14.06,-29.44,-17.09,1338.22
14.09,23.82,38.44,1371.94
14.12,13.74,14.52,1405.38
14.15,-25.7,-14.88,1438.25
14.18,31.11,42.78,1470.44
14.21,9.91,8.35,1502.22
14.24,-21.75,-12.07,1534.33
14.28,36.91,45.22,1566.74
14.31,6.06,1.96,1599.19
14.34,-16.24,-8.43,1631.76
14.37,42.1,46.03,1664.31
14.4,1.95,-4.3,1696.55
14.43,-10.83,-5.02,1728.27
14.46,45.77,45.11,1759.22
14.49,-1.07,-9.24,1789.12
14.52,-6.28,-2.67,1817.99
14.55,48.78,43.88,1846.33
14.58,-2.03,-12.74,1873.87
14.61,-3.54,-2.25,1900.14
14.64,50.95,43.1,1925.56
14.67,-1.38,-14.28,1950.15
14.7,-3.15,-5.01,1973.44
14.73,53.04,42.78,1995.45
14.76,2.19,-13.2,2016.33
14.79,-6.27,-11.64,2036.03
14.82,53.53,42.02,2054.7
14.85,9.29,-8.32,2072.57
14.88,-11.17,-21.21,2089.59
14.91,49.27,37.8,2105.67
14.94,19.58,0.89,2120.8
14.97,-16.17,-31.49,2134.94
15.0,39.26,27.44,2148.37
15.03,34.14,13.74,2160.85
15.06,-17.44,-39.1,2171.27
15.09,22.92,9.15,2179.59
15.12,52.42,29.32,2186.69
15.15,-8.78,-32.57,2193.48
15.18,2.47,-14.76,2200.07
15.21,60.03,34.61,2206.31
15.24,9.31,-14.47,2212.02
15.28,-12.83,-38.2,2216.75
15.31,46.25,22.37,2220.62
15.34,33.84,8.43,2224.54
15.37,-16.83,-47.92,2228.81
15.4,22.65,-0.31,2233.29
15.43,54.24,23.65,2237.48
15.46,-7.24,-37.21,2241.13
15.49,3.23,-22.9,2244.2
15.52,61.11,27.14,2246.68
15.55,9.64,-18.26,2248.61
15.58,-11.44,-43.36,2250.07
15.61,47.86,17.55,2251.28
15.64,30.76,2.4,2252.02
15.67,-16.27,-52.74,2251.89
15.7,25.88,-2.42,2251.14
15.73,52.45,19.75,2250.22
15.76,-8.72,-40.54,2249.36
15.79,1.51,-28.29,2248.82
15.82,60.4,23.36,2248.97
15.85,11.95,-16.31,2250.02
15.88,-15.92,-52.09,2251.86
15.91,40.25,8.27,2254.17
15.94,36.97,6.91,2256.61
15.97,-18.34,-54.45,2259.07
16.0,12.76,-17.38,2261.44
16.03,56.81,19.37,2263.36
16.06,-2.86,-32.46,2264.47
16.09,-11.36,-45.62,2264.63
16.12,49.32,13.16,2264.3
16.15,22.92,-5.74,2263.44
16.18,-23.22,-61.73,2262.53
16.21,21.69,-9.11,2261.51
16.24,48.48,13.58,2260.12
16.27,-13.01,-43.9,2258.3
16.3,-7.69,-39.29,2256.28
16.34,51.92,14.43,2254.26
16.37,13.65,-14.31,2252.28
16.4,-26.41,-64.74,2250.24
16.43,24.1,-7.32,2248.35
16.46,43.05,8.7,2246.91
16.49,-18.4,-50.22,2245.73
16.52,-7.79,-38.55,2244.6
16.55,49.96,11.62,2243.03
16.58,7.86,-20.84,2240.7
16.61,-28.52,-66.44,2237.9
16.64,25.77,-6.13,2234.7
16.67,37.14,3.15,2230.7
16.7,-23.88,-56.49,2225.84
16.73,-7.09,-36.38,2220.39
16.76,48.38,10.19,2214.38
16.79,3.95,-24.05,2208.16
16.82,-31.43,-67.93,2201.9
16.85,23.16,-7.37,2195.7
16.88,35.88,2.46,2189.8
16.91,-25.45,-56.38,2184.08
16.94,-11.97,-39.03,2178.39
16.97,44.62,8.74,2173.03
17.0,4.36,-23.47,2168.23
17.03,-35.25,-69.61,2163.76
17.06,18.32,-9.05,2159.39
17.09,34.8,2.13,2154.82
17.12,-26.53,-55.84,2149.72
17.15,-17.61,-41.7,2144.0
17.19,39.79,7.22,2137.88
17.22,6.91,-19.84,2131.35
17.25,-40.64,-73.37,2124.73
17.28,7.31,-15.12,2118.33
17.31,37.15,5.45,2112.2
17.34,-21.53,-47.32,2106.21
17.37,-30.46,-51.39,2100.1
17.4,29.66,3.79,2093.63
17.43,15.68,-10.51,2086.65
17.46,-42.43,-70.95,2078.97
17.49,-10.74,-26.7,2070.56
17.52,36.46,9.96,2061.74
17.55,-6.96,-28.91,2052.79
17.58,-47.59,-68.24,2043.44
17.61,6.39,-7.51,2033.76
17.64,29.45,6.14,2024.12
17.67,-28.46,-48.97,2014.82
17.7,-36.55,-47.06,2005.93
17.73,23.23,8.02,1997.25
17.76,10.58,-9.33,1988.66
17.79,-48.64,-68.39,1980.49
17.82,-13.99,-20.22,1973.06
17.85,29.89,13.11,1966.2
17.88,-16.97,-34.05,1959.8
17.91,-49.19,-56.15,1953.87
17.94,10.63,4.52,1948.39
17.97,16.2,0.81,1943.52
18.0,-45.42,-60.12,1939.67
18.04,-25.12,-25.18,1936.92
18.07,25.32,16.46,1934.91
18.1,-14.04,-27.09,1933.61
18.13,-54.08,-55.12,1933.64
18.16,5.49,6.98,1935.42
18.19,11.69,1.55,1938.52
18.22,-50.31,-58.07,1942.44
18.25,-19.3,-13.8,1946.29
18.28,21.68,17.47,1949.79
18.31,-29.33,-37.66,1952.99
18.34,-40.53,-34.82,1955.43
18.37,18.33,21.0,1956.85
18.4,-6.47,-12.22,1957.2
18.43,-54.98,-51.26,1956.96
18.46,2.01,9.14,1957.26
18.49,14.07,12.65,1958.57
18.52,-47.45,-47.05,1960.82
18.55,-19.73,-9.96,1963.53
18.58,23.14,27.08,1966.04
18.61,-27.76,-28.92,1968.63
18.64,-38.45,-28.6,1972.17
18.67,20.3,29.13,1977.43
18.7,-9.48,-9.27,1983.9
18.73,-49.76,-39.67,1991.27
18.76,11.73,22.51,2000.63
18.79,4.03,5.85,2012.38
18.82,-50.21,-40.45,2026.35
18.85,3.92,16.82,2042.56
18.88,11.21,14.57,2061.03
18.92,-46.97,-37.53,2081.34
18.95,1.08,15.01,2102.7
18.98,14.11,18.33,2124.78
19.01,-43.68,-34.43,2146.9
19.04,1.26,15.56,2168.66
19.07,15.79,21.34,2189.88
19.1,-42.15,-32.21,2210.91
19.13,1.06,15.62,2232.84
19.16,18.96,24.6,2255.66
19.19,-39.13,-29.46,2279.04
19.22,2.79,17.01,2303.78
19.25,20.53,24.67,2330.98
19.28,-36.24,-27.55,2359.78
19.31,7.72,21.32,2388.12
19.34,19.05,21.89,2414.84
19.37,-35.01,-27.18,2440.52
19.4,12.36,24.18,2466.13
19.43,21.22,21.63,2492.07
19.46,-31.66,-25.96,2517.51
19.49,16.17,26.67,2542.07
19.52,23.51,22.58,2565.5
19.55,-29.41,-24.82,2587.75
19.58,17.6,27.11,2609.23
19.61,27.0,24.73,2629.7
19.64,-27.27,-24.46,2648.44
19.67,16.28,24.74,2664.77
19.7,32.53,30.03,2678.27
19.73,-24.61,-25.04,2689.76
19.76,9.19,15.37,2699.91
19.8,43.77,38.66,2708.91
19.83,-16.21,-20.74,2716.79
19.86,-3.98,0.36,2723.99
19.89,50.17,46.39,2730.9
19.92,-1.85,-10.93,2737.93
19.95,-16.12,-16.93,2745.46
19.98,46.26,42.25,2754.86
20.01,15.28,2.52,2767.04
20.04,-21.06,-27.89,2781.51
20.07,36.62,32.7,2796.78
20.1,28.14,13.43,2811.91
20.13,-20.24,-32.37,2826.66
20.16,27.33,21.46,2841.14
20.19,40.35,22.93,2855.33
20.22,-16.37,-34.22,2869.24
20.25,16.45,6.89,2882.64
20.28,52.7,31.76,2895.4
20.31,-7.79,-29.93,2907.23
20.34,2.79,-11.49,2918.01
20.37,59.5,36.33,2928.02
20.4,6.49,-16.47,2937.59
20.43,-10.53,-31.83,2946.53
20.46,50.58,28.35,2954.68
20.49,26.05,1.96,2962.18
20.52,-15.58,-43.89,2969.1
20.56,33.09,12.02,2975.31
20.59,45.5,18.61,2980.83
20.62,-12.13,-42.54,2985.85
20.65,12.72,-10.63,2990.61
20.68,61.6,29.32,2995.78
20.71,2.56,-25.76,3002.29
20.74,-6.42,-35.74,3010.49
20.77,54.93,22.97,3020.14
20.8,23.43,-4.26,3030.83
20.83,-16.71,-53.01,3042.16
20.86,33.09,3.06,3053.28
